epoch,lr,loss,iou,val_loss,val_iou,val_dice,val_iou_per_image,val_dice_per_image
0,0.0001,0.3174657323397696,0.653939778935625,0.3705500799875993,0.6071874402769172,0.752325208345197,0.6311801141800265,0.7242352854279156
1,9.997779521645793e-05,0.2816358956042677,0.6741728423930862,0.34105078898943386,0.6142956117680181,0.7544063711945029,0.6521912502700912,0.7513664083112449
2,9.991120277927223e-05,0.30674859159626067,0.6439514796530627,0.3497400742310744,0.6090937829982715,0.7516230988981576,0.644264691796738,0.7387539547750511
3,9.980028840713861e-05,0.29126574366819113,0.6747803376966209,0.3523043540807871,0.5934588073240801,0.7392543315200847,0.646409614510529,0.7461412009535525
4,9.964516155915153e-05,0.29684324376285076,0.6587686468273094,0.3346657413702745,0.6328689811215704,0.7692700693149903,0.6575374936325781,0.7526729229832442
5,9.944597532678122e-05,0.29065397242084146,0.6575466339178228,0.37292827872129586,0.597691158113195,0.7430031577635523,0.6313032951372194,0.7225735018153776
6,9.920292628279102e-05,0.29337726335506886,0.6567877055489858,0.36143272656660813,0.6006648964104304,0.7443445775672431,0.6402518853514345,0.7375705559678701
7,9.891625428724366e-05,0.28215413622092456,0.668353540904628,0.3505245483838595,0.6066775835315,0.7498374380133372,0.648344610534516,0.7452604226816127
8,9.858624225078842e-05,0.2800722966203466,0.6669514349410283,0.3445982061899625,0.6133340197035173,0.7551134683978761,0.6517849211508363,0.747295904572304
9,9.821321585546247e-05,0.2843419178389013,0.6754792963354599,0.36616440461232114,0.5809643985077566,0.7276581297131183,0.6361647445029203,0.7366845904629535
10,9.779754323328194e-05,0.29644251184072345,0.6620850608826948,0.35229527400090144,0.6131401363955004,0.7540055264152312,0.6423680744273376,0.7400955122010624
11,9.733963460294018e-05,0.2783030439168215,0.6770837602750398,0.3321849667108976,0.6077058960885047,0.7497057906219227,0.662210280333755,0.7603013545717159
12,9.683994186497135e-05,0.2836060803383589,0.6725530770681887,0.3592652577620286,0.6086679176568033,0.7503669778972197,0.6466204297477315,0.7373598059416243
13,9.629895815577918e-05,0.2934228165540844,0.6630222854733662,0.38400590419769287,0.5613135940543719,0.7111281962535346,0.6287739797644786,0.7317618411886507
14,9.571721736097092e-05,0.3052174940239638,0.6464140896597449,0.3420597644952627,0.61049652512518,0.752909896471216,0.6517874934469202,0.749861705230622
15,9.509529358847659e-05,0.2808048572624102,0.6783794981364888,0.3292675724396339,0.6274335421227899,0.7653364230932582,0.6641499953393919,0.7609753656093496
16,9.44338006019739e-05,0.29237668961286545,0.657664658946693,0.342497901733105,0.6062201876194848,0.7470494910466214,0.6516209581337504,0.7474823406710264
17,9.373339121517751e-05,0.2698943732539192,0.6754397482405169,0.3580715867189261,0.5983050804211059,0.7425350209353337,0.6451243920528599,0.7380733327363965
18,9.299475664759073e-05,0.28884704294614494,0.65477762320321,0.3598788866629967,0.5961758709361098,0.7406086254387519,0.640298573546553,0.7393723385349635
19,9.221862584235533e-05,0.27796299499459565,0.6750549750056386,0.3748627341710604,0.6028556410561937,0.7471163899441929,0.6275391403034175,0.716284723811876
20,9.140576474687269e-05,0.2785266013815999,0.6854886353069837,0.35437731009263257,0.6025630794017138,0.7456815736741365,0.6520521271552959,0.7427476293486827
21,9.055697555690612e-05,0.2812811844050884,0.6730656420598665,0.3423846153112558,0.6084973193495108,0.7508196399999353,0.6578548389342698,0.7558984607092706
22,8.967309592491057e-05,0.28700496605597436,0.6690641624020603,0.33959554342123177,0.6196462914555566,0.7593550521875201,0.6577615340892191,0.7533900555970497
23,8.875499813337074e-05,0.28367984399665147,0.6729268407619268,0.3637354859938988,0.5664062291175412,0.7167409829995064,0.6453395895235956,0.7430259598224654
24,8.780358823396357e-05,0.28136012656614184,0.6682222278769031,0.3424245229134193,0.6018263863778406,0.7448649536172264,0.6508974473829902,0.7494670429212289
25,8.681980515339469e-05,0.2679838149342686,0.6831862849071589,0.3411297495548542,0.6202397030279816,0.759666988569619,0.6543321875132079,0.749246697370678
26,8.580461976679105e-05,0.2782358913682401,0.673447246782208,0.35662016134995683,0.585087979916629,0.7317776797151173,0.6417772810266072,0.7459059001053286
27,8.47590339395644e-05,0.2722678188001737,0.6840676709310657,0.3442101726165185,0.6030282561343215,0.7461842324018354,0.6525696808438646,0.7534570696697911
28,8.36840795386911e-05,0.2899253366049379,0.6716647364499688,0.3454808656985943,0.6013830532575992,0.7451106964291849,0.6510706056491321,0.7484849912222049
