epoch,lr,loss,iou,val_loss,val_iou,val_dice,val_iou_per_image,val_dice_per_image
0,0.0001,0.2773605964612216,0.673650236782748,0.3643132828749143,0.575654050306351,0.7195853552678585,0.6425383999545649,0.7386713114249631
1,9.997779521645793e-05,0.28707691840827465,0.6831439731863762,0.36709468571039344,0.5824824015102987,0.72619882685444,0.6409323640974685,0.7369672324208129
2,9.991120277927223e-05,0.2941924459300935,0.660831130122938,0.34428558693482325,0.6074336285719505,0.7449242469414247,0.6503512601142206,0.7495063460570229
3,9.980028840713861e-05,0.2889056217391044,0.6687811608994023,0.37802569224284244,0.5498463605187281,0.6985425235236733,0.6329071936769127,0.7297751056408716
4,9.964516155915153e-05,0.29105364764109254,0.6575215414658028,0.3499643694895964,0.6039909634472145,0.7438068693948122,0.659402989441564,0.7519131425082766
5,9.944597532678122e-05,0.28382467571645975,0.6798239182048073,0.36894988681261354,0.5883555837058608,0.7313113411113555,0.6295248455282614,0.731803913548036
6,9.920292628279102e-05,0.28353225451428443,0.6629922087107057,0.377228683921007,0.5851312846158396,0.7262658505481762,0.6269889702303768,0.7260979016823804
7,9.891625428724366e-05,0.2821252178400755,0.6659352357260342,0.3526869833469391,0.5857698665419804,0.7276109059167551,0.6483534729187748,0.7454236208030549
8,9.858624225078842e-05,0.2747444873675704,0.6776073076791961,0.3580035484754122,0.5992846010545666,0.7375465479454903,0.6486317637234571,0.7415743935128989
9,9.821321585546247e-05,0.2693744476418942,0.6744065199875346,0.3604707997578841,0.5718808870190769,0.7150252741484286,0.6498913440941196,0.7473368163166801
10,9.779754323328194e-05,0.2896818657172844,0.6578425677637948,0.3613753646612167,0.5862402251274984,0.7278417909874171,0.6456455631175082,0.7427652784128718
11,9.733963460294018e-05,0.29567087441682816,0.6685380041074898,0.3501972503387011,0.6108662912713202,0.749155994053031,0.6436503103728819,0.7414997882339777
12,9.683994186497135e-05,0.28343275748193264,0.6639894778905824,0.35679524540901186,0.6023004043092783,0.7411153096837738,0.6413362924947177,0.7354484308030085
13,9.629895815577918e-05,0.28886972344480455,0.6731646610721636,0.36012182121093456,0.5958370732716791,0.7377816397169532,0.6416244709646453,0.7398301137480516
14,9.571721736097092e-05,0.2979811041150242,0.6585017359517512,0.3450090527534485,0.6075465797038566,0.7453450048692244,0.6563836730963553,0.7501365369638916
15,9.509529358847659e-05,0.28820599941536784,0.6622544360442768,0.3659503855384313,0.5484662400745101,0.6991912715936024,0.6428154441336961,0.7375774043318246
16,9.44338006019739e-05,0.2802730309776962,0.6658584188948166,0.37160613903632533,0.6048660798875121,0.7400602623810845,0.6345596359792083,0.7273091716882186
17,9.373339121517751e-05,0.27958210883662105,0.6737263340436468,0.3652793256136087,0.5806300215484881,0.7253756329377832,0.6405138319938644,0.737695210501512
18,9.299475664759073e-05,0.283897913293913,0.6747415774929252,0.3387191233726648,0.60394143146211,0.7435598025007569,0.6586382458300926,0.7529780450121428
19,9.221862584235533e-05,0.27593214134685695,0.667720849882391,0.33769346934098465,0.6185063222488387,0.7543637462168643,0.6585711995370971,0.7527592856777587
20,9.140576474687269e-05,0.2807396915741265,0.6797301523757779,0.3472054365735788,0.5929258704065501,0.7366044289918688,0.6507620901999386,0.745255684169566
21,9.055697555690612e-05,0.29639797343406826,0.6602466324883765,0.3527630009330236,0.5952388345754671,0.7361158502474217,0.6449909587553142,0.7426210050117853
22,8.967309592491057e-05,0.28366471093613654,0.6678479043029799,0.3454600554246169,0.5889201734252425,0.7319748604213866,0.653588032524643,0.7536694024236092
23,8.875499813337074e-05,0.27842502144631,0.6799369130539502,0.32367196644728,0.609711095230246,0.7488687048363195,0.674012933008958,0.7692869200923312
24,8.780358823396357e-05,0.2860396229662001,0.6592974180655684,0.36329286855000714,0.5730111475003998,0.7172113110213455,0.642848141428608,0.7391229637599964
25,8.681980515339469e-05,0.26246359571814537,0.687888089701767,0.3754459763948734,0.5636145485884175,0.7058527408301067,0.6429681230157224,0.7306704079148242
26,8.580461976679105e-05,0.2734110454330221,0.6839969023326221,0.36554705982024854,0.593831620489616,0.7311371064724035,0.634557295610053,0.7303848902207091
27,8.47590339395644e-05,0.26716995297465473,0.6854109000084321,0.3367338633308044,0.614595781500146,0.7505160772441135,0.6536337731824632,0.7480605992756312
28,8.36840795386911e-05,0.27758968039415777,0.6687958821709964,0.36074740141630174,0.5732943587611612,0.7203878890500265,0.6430987795202531,0.7385726940492129
29,8.258081741438401e-05,0.27648422913625836,0.6861015889075315,0.3410002640806712,0.6116034269208831,0.7485805082372364,0.6546155718830314,0.7519291135546209
30,8.145033635316136e-05,0.2799600518774241,0.6691536198601873,0.32636740253521845,0.6116443381263361,0.7494029231155382,0.6732786927328231,0.7689201385100702
31,8.029375200334595e-05,0.2683776232879609,0.67472760652175,0.3791336654470517,0.5748029473635425,0.7148365890430448,0.6348929851042022,0.7305032521225528
32,7.911220577405491e-05,0.2662272738525644,0.6887967028679153,0.3716433307299247,0.5764872785638158,0.722646341232413,0.6293105191210282,0.726989289106447
33,7.790686370876678e-05,0.2750535918166861,0.6830972469853164,0.33780247614933895,0.6062742479273906,0.7435685535888745,0.6652831879443816,0.758922003266971
34,7.667891533457724e-05,0.2720360212260857,0.6853947905854522,0.3618858670959106,0.5794845266442397,0.7234688222468382,0.6352577431580203,0.7350674164155309
35,7.542957248827967e-05,0.2639078024076298,0.6933198268060368,0.33957306089309547,0.5887088595629739,0.7300660884347191,0.6648348830827868,0.7594235021306739
36,7.416006812042833e-05,0.2681350011844188,0.6775963829464101,0.3482321571845275,0.5824723160555827,0.7266547871001943,0.6533843463053488,0.7466177783326935
37,7.287165507856519e-05,0.24951204331591725,0.7065847762864483,0.3535960015196067,0.5935170513570233,0.732658838051677,0.6446808055123834,0.743400272620217
38,7.156560487081058e-05,0.26923180604353547,0.6809550244607239,0.3699075561303359,0.5856394311640972,0.729394411221205,0.6297514653776769,0.7262207231075914
39,7.024320641103819e-05,0.2617823595646769,0.6900706521669889,0.3339277432515071,0.606564107149415,0.7428646767087151,0.6575211436261699,0.752369921773406
40,6.890576474687271e-05,0.2580575735773891,0.6907590706479149,0.3282126710965083,0.609418511927714,0.7483119810374594,0.6646153309488805,0.7607337300227769
41,6.75545997717654e-05,0.2657570904120803,0.6735200513987896,0.3276036317531879,0.6232091085794155,0.7571724139549777,0.669765543450551,0.7636446801378041
42,6.619104492241853e-05,0.25424300867598504,0.7015327176598691,0.375077112362935,0.5669386776668436,0.7087276558590282,0.6343731214534492,0.7262134865083114
43,6.48164458628445e-05,0.26360137888696045,0.6735979986587209,0.33532137813476415,0.6148559695640508,0.7507399472613558,0.6574550013810052,0.7544100127972571
44,6.34321591563577e-05,0.2540139922639355,0.6973104836108633,0.3659451169463304,0.5930416461643297,0.7340575903975906,0.6329787061742808,0.7306280410504647
45,6.203955092681049e-05,0.24576836568303406,0.7116236943727516,0.355482730957178,0.6016209394764225,0.7380147851273415,0.6460160511944284,0.739211229977607
46,6.063999551039379e-05,0.26528819976374507,0.6807891223379259,0.3327745066239284,0.6003529768641285,0.7406531481493224,0.6630372519589149,0.7594139395238505
47,5.9234874099333234e-05,0.2560923439450562,0.6859605529831417,0.34019327003222244,0.6033975725153609,0.7413566605061043,0.6559228806745058,0.7492550876785207
48,5.782557337881919e-05,0.25915411266032606,0.691751861522383,0.3202929905973948,0.6236508922599444,0.7571564011471068,0.6796528923973915,0.7719954687754975
49,5.641348415851586e-05,0.2605330462101847,0.6841635229494392,0.32935350548762543,0.6042592817211848,0.7422050321513447,0.6641334768627996,0.75955433664257
50,5.500000000000008e-05,0.24594616575632244,0.7038997066825721,0.33564060078217434,0.5967796867858461,0.7367246610703422,0.6705383703188061,0.7621405650012966
51,5.3586515841484306e-05,0.2600071766646579,0.6903442217846573,0.32711024100963887,0.6097643831983737,0.746612915470209,0.6722165569473382,0.7678137620284236
